message_id,conversation_id,user_id,person_empathy,person_distress,age,gender,education,iri_perspective_taking,iri_personal_distress,iri_fantasy,iri_empathatic_concern,personality_openess,personality_conscientiousness,personality_extraversion,personality_agreeableness,personality_stability
p029_171,171,p029,1.5714285714285714,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p030_172,172,p030,5.285714285714286,2.4285714285714284,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p041_173,173,p041,2.4285714285714284,1.0,33,1,6,3.7142857142857135,1.0,2.4285714285714284,1.4285714285714286,7.0,6.5,3.5,4.5,7.0
p024_174,174,p024,6.428571428571429,6.571428571428571,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p007_175,175,p007,5.0,5.285714285714286,25,1,4,4.857142857142857,3.142857142857143,2.571428571428572,4.857142857142857,6.0,6.0,5.5,6.5,3.0
p024_176,176,p024,5.857142857142857,6.0,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p062_177,177,p062,1.2857142857142858,2.571428571428572,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p041_178,178,p041,1.5714285714285714,1.0,33,1,6,3.7142857142857135,1.0,2.4285714285714284,1.4285714285714286,7.0,6.5,3.5,4.5,7.0
p022_179,179,p022,1.0,1.7142857142857142,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p019_180,180,p019,3.571428571428572,3.4285714285714284,21,2,2,2.7142857142857144,3.0,3.142857142857143,3.2857142857142856,3.0,5.0,5.0,4.0,3.5
p029_181,181,p029,2.2857142857142856,1.2857142857142858,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p030_182,182,p030,3.571428571428572,2.7142857142857144,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p005_183,183,p005,5.428571428571429,2.0,22,2,6,3.7142857142857135,2.857142857142857,2.571428571428572,3.4285714285714284,4.5,5.5,3.5,6.0,6.0
p041_184,184,p041,1.8571428571428568,1.0,33,1,6,3.7142857142857135,1.0,2.4285714285714284,1.4285714285714286,7.0,6.5,3.5,4.5,7.0
p030_185,185,p030,5.571428571428571,5.285714285714286,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p029_186,186,p029,1.1428571428571428,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p062_187,187,p062,1.0,1.0,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p055_188,188,p055,5.142857142857143,7.0,46,2,6,3.2857142857142856,2.2857142857142856,4.857142857142857,4.714285714285714,5.5,6.5,2.5,5.0,5.0
p065_189,189,p065,3.857142857142857,1.2857142857142858,41,1,7,3.571428571428572,2.142857142857143,3.4285714285714284,3.7142857142857135,6.5,6.0,4.0,4.0,5.0
p022_190,190,p022,1.0,1.5714285714285714,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p055_191,191,p055,3.571428571428572,2.0,46,2,6,3.2857142857142856,2.2857142857142856,4.857142857142857,4.714285714285714,5.5,6.5,2.5,5.0,5.0
p035_192,192,p035,5.428571428571429,5.571428571428571,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p024_193,193,p024,5.857142857142857,6.142857142857143,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p029_194,194,p029,3.0,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p024_195,195,p024,1.5714285714285714,5.571428571428571,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p029_196,196,p029,1.2857142857142858,1.1428571428571428,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p035_197,197,p035,1.8571428571428568,5.285714285714286,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p027_198,198,p027,5.428571428571429,1.7142857142857142,34,1,4,5.0,3.4285714285714284,4.714285714285714,4.428571428571429,4.0,6.5,1.0,4.0,4.0
p044_199,199,p044,5.714285714285714,6.285714285714286,46,1,7,3.2857142857142856,3.857142857142857,3.0,2.857142857142857,4.0,3.5,4.0,5.0,3.0
p068_200,200,p068,6.0,6.0,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p060_201,201,p060,5.142857142857143,2.142857142857143,35,2,6,1.8571428571428568,3.7142857142857135,2.571428571428572,3.571428571428572,4.0,3.0,1.5,4.5,2.0
p062_202,202,p062,1.7142857142857142,3.571428571428572,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p024_203,203,p024,5.857142857142857,6.571428571428571,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p042_204,204,p042,6.142857142857143,1.0,35,1,6,4.0,4.0,3.4285714285714284,3.857142857142857,4.5,4.5,3.0,5.5,4.5
p027_205,205,p027,5.428571428571429,3.571428571428572,34,1,4,5.0,3.4285714285714284,4.714285714285714,4.428571428571429,4.0,6.5,1.0,4.0,4.0
p009_206,206,p009,4.857142857142857,2.7142857142857144,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p062_207,207,p062,1.5714285714285714,3.7142857142857135,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p027_208,208,p027,4.285714285714286,4.857142857142857,34,1,4,5.0,3.4285714285714284,4.714285714285714,4.428571428571429,4.0,6.5,1.0,4.0,4.0
p065_209,209,p065,4.428571428571429,1.2857142857142858,41,1,7,3.571428571428572,2.142857142857143,3.4285714285714284,3.7142857142857135,6.5,6.0,4.0,4.0,5.0
p007_210,210,p007,4.714285714285714,6.0,25,1,4,4.857142857142857,3.142857142857143,2.571428571428572,4.857142857142857,6.0,6.0,5.5,6.5,3.0
p063_211,211,p063,1.0,1.1428571428571428,31,1,5,3.571428571428572,2.2857142857142856,1.8571428571428568,2.0,2.5,3.5,2.0,4.5,5.0
p024_212,212,p024,5.857142857142857,6.0,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p018_213,213,p018,4.0,3.142857142857143,30,1,5,3.4285714285714284,3.142857142857143,3.4285714285714284,3.2857142857142856,4.0,4.0,4.0,4.5,4.0
p039_214,214,p039,4.0,4.285714285714286,33,1,4,2.7142857142857144,2.857142857142857,3.2857142857142856,2.928571428571429,4.25,4.25,4.5,4.25,3.75
p019_215,215,p019,3.2857142857142856,3.857142857142857,21,2,2,2.7142857142857144,3.0,3.142857142857143,3.2857142857142856,3.0,5.0,5.0,4.0,3.5
p027_216,216,p027,5.0,2.7142857142857144,34,1,4,5.0,3.4285714285714284,4.714285714285714,4.428571428571429,4.0,6.5,1.0,4.0,4.0
p035_217,217,p035,6.428571428571429,5.714285714285714,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p017_218,218,p017,5.285714285714286,5.0,33,1,2,4.428571428571429,1.8571428571428568,4.428571428571429,5.0,7.0,7.0,3.0,7.0,7.0
p009_219,219,p009,5.285714285714286,3.2857142857142856,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p044_220,220,p044,6.428571428571429,6.0,46,1,7,3.2857142857142856,3.857142857142857,3.0,2.857142857142857,4.0,3.5,4.0,5.0,3.0
p027_221,221,p027,3.7142857142857135,1.5714285714285714,34,1,4,5.0,3.4285714285714284,4.714285714285714,4.428571428571429,4.0,6.5,1.0,4.0,4.0
p029_222,222,p029,1.0,1.1428571428571428,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p035_223,223,p035,4.428571428571429,1.4285714285714286,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p051_224,224,p051,4.0,4.0,42,1,6,3.857142857142857,2.2857142857142856,3.4285714285714284,3.0,6.0,5.5,4.0,4.5,4.5
p029_225,225,p029,1.1428571428571428,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p062_226,226,p062,1.0,1.1428571428571428,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p028_227,227,p028,1.4285714285714286,2.0,23,1,4,2.2857142857142856,2.0,3.0,4.428571428571429,5.5,4.0,6.5,3.5,5.0
p035_228,228,p035,2.0,4.857142857142857,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p073_229,229,p073,6.428571428571429,3.4285714285714284,47,2,6,5.0,2.142857142857143,3.571428571428572,5.0,6.5,7.0,4.5,5.5,7.0
p019_230,230,p019,3.7142857142857135,3.4285714285714284,21,2,2,2.7142857142857144,3.0,3.142857142857143,3.2857142857142856,3.0,5.0,5.0,4.0,3.5
p035_231,231,p035,5.0,6.714285714285714,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p029_232,232,p029,1.0,1.1428571428571428,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p073_233,233,p073,5.285714285714286,1.0,47,2,6,5.0,2.142857142857143,3.571428571428572,5.0,6.5,7.0,4.5,5.5,7.0
p029_234,234,p029,1.2857142857142858,1.1428571428571428,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p024_235,235,p024,6.0,5.714285714285714,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p062_236,236,p062,4.0,3.142857142857143,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p030_237,237,p030,3.571428571428572,2.142857142857143,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p029_238,238,p029,2.0,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p024_239,239,p024,5.428571428571429,6.428571428571429,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p029_240,240,p029,2.142857142857143,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p003_241,241,p003,3.4285714285714284,2.7142857142857144,55,2,6,4.0,2.4285714285714284,2.857142857142857,4.0,5.0,4.5,4.5,5.0,5.0
p024_242,242,p024,5.857142857142857,6.142857142857143,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p062_243,243,p062,1.4285714285714286,4.0,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p073_244,244,p073,6.428571428571429,3.0,47,2,6,5.0,2.142857142857143,3.571428571428572,5.0,6.5,7.0,4.5,5.5,7.0
p022_245,245,p022,1.0,1.4285714285714286,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p009_246,246,p009,5.285714285714286,2.4285714285714284,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p024_247,247,p024,5.857142857142857,6.142857142857143,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p062_248,248,p062,2.142857142857143,1.0,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p024_249,249,p024,5.714285714285714,4.714285714285714,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p029_250,250,p029,1.1428571428571428,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p029_251,251,p029,3.0,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p028_252,252,p028,2.571428571428572,5.571428571428571,23,1,4,2.2857142857142856,2.0,3.0,4.428571428571429,5.5,4.0,6.5,3.5,5.0
p073_253,253,p073,6.428571428571429,4.142857142857143,47,2,6,5.0,2.142857142857143,3.571428571428572,5.0,6.5,7.0,4.5,5.5,7.0
p030_254,254,p030,4.0,2.4285714285714284,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p062_255,255,p062,5.571428571428571,5.285714285714286,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p024_256,256,p024,5.857142857142857,6.0,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p029_257,257,p029,2.142857142857143,1.5714285714285714,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p035_258,258,p035,6.714285714285714,6.714285714285714,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p028_259,259,p028,1.7142857142857142,5.428571428571429,23,1,4,2.2857142857142856,2.0,3.0,4.428571428571429,5.5,4.0,6.5,3.5,5.0
p009_260,260,p009,5.142857142857143,2.142857142857143,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p029_261,261,p029,1.4285714285714286,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p009_262,262,p009,5.285714285714286,2.142857142857143,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p035_263,263,p035,6.714285714285714,6.571428571428571,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p022_264,264,p022,1.0,1.4285714285714286,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p073_265,265,p073,6.714285714285714,4.285714285714286,47,2,6,5.0,2.142857142857143,3.571428571428572,5.0,6.5,7.0,4.5,5.5,7.0
p058_266,266,p058,1.4285714285714286,2.142857142857143,34,1,6,3.142857142857143,1.7142857142857142,3.857142857142857,2.4285714285714284,6.0,5.5,5.5,5.0,6.5
p009_267,267,p009,4.857142857142857,1.5714285714285714,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p062_268,268,p062,1.0,1.8571428571428568,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p030_269,269,p030,5.285714285714286,4.571428571428571,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p022_270,270,p022,1.5714285714285714,1.0,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p030_271,271,p030,5.714285714285714,5.857142857142857,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p029_272,272,p029,1.0,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p024_273,273,p024,6.0,6.285714285714286,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p009_274,274,p009,4.714285714285714,1.4285714285714286,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p022_275,275,p022,1.4285714285714286,1.0,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p073_276,276,p073,7.0,5.571428571428571,47,2,6,5.0,2.142857142857143,3.571428571428572,5.0,6.5,7.0,4.5,5.5,7.0
p062_277,277,p062,3.0,4.857142857142857,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p048_278,278,p048,3.857142857142857,3.142857142857143,25,2,4,3.571428571428572,2.857142857142857,3.571428571428572,3.142857142857143,5.5,5.5,3.5,4.5,4.0
p030_279,279,p030,5.714285714285714,4.285714285714286,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p024_280,280,p024,5.857142857142857,6.428571428571429,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p009_281,281,p009,5.142857142857143,1.5714285714285714,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p016_282,282,p016,2.7142857142857144,5.571428571428571,25,2,6,4.142857142857143,1.7142857142857142,3.857142857142857,3.4285714285714284,5.0,6.0,2.0,5.0,6.0
p030_283,283,p030,4.571428571428571,3.7142857142857135,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p022_284,284,p022,1.0,2.2857142857142856,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p068_285,285,p068,7.0,7.0,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p028_286,286,p028,1.5714285714285714,4.0,23,1,4,2.2857142857142856,2.0,3.0,4.428571428571429,5.5,4.0,6.5,3.5,5.0
p064_287,287,p064,5.142857142857143,5.714285714285714,30,2,6,4.0,3.142857142857143,4.0,4.0,5.5,6.5,2.5,5.5,4.5
p035_288,288,p035,1.8571428571428568,6.142857142857143,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p063_289,289,p063,2.142857142857143,2.857142857142857,31,1,5,3.571428571428572,2.2857142857142856,1.8571428571428568,2.0,2.5,3.5,2.0,4.5,5.0
p068_290,290,p068,6.0,6.0,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p029_291,291,p029,2.7142857142857144,2.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p028_292,292,p028,1.4285714285714286,3.571428571428572,23,1,4,2.2857142857142856,2.0,3.0,4.428571428571429,5.5,4.0,6.5,3.5,5.0
p035_293,293,p035,6.714285714285714,6.857142857142857,37,1,6,4.857142857142857,2.0,3.4285714285714284,5.0,5.5,7.0,1.0,6.5,6.0
p063_294,294,p063,2.0,2.142857142857143,31,1,5,3.571428571428572,2.2857142857142856,1.8571428571428568,2.0,2.5,3.5,2.0,4.5,5.0
p029_295,295,p029,2.0,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p062_296,296,p062,1.5714285714285714,2.2857142857142856,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p029_297,297,p029,2.4285714285714284,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p019_298,298,p019,4.142857142857143,3.857142857142857,21,2,2,2.7142857142857144,3.0,3.142857142857143,3.2857142857142856,3.0,5.0,5.0,4.0,3.5
p022_299,299,p022,1.5714285714285714,1.5714285714285714,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p024_300,300,p024,6.428571428571429,5.857142857142857,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p024_301,301,p024,5.571428571428571,6.0,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p052_302,302,p052,5.714285714285714,3.0,25,1,6,2.7142857142857144,3.142857142857143,4.142857142857143,3.2857142857142856,4.0,6.0,4.0,4.5,4.5
p022_303,303,p022,1.7142857142857142,1.4285714285714286,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p039_304,304,p039,4.142857142857143,3.7142857142857135,33,1,4,2.7142857142857144,2.857142857142857,3.2857142857142856,2.928571428571429,4.25,4.25,4.5,4.25,3.75
p029_305,305,p029,1.5714285714285714,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p024_306,306,p024,5.857142857142857,6.0,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p068_307,307,p068,5.714285714285714,5.142857142857143,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p047_308,308,p047,3.857142857142857,5.428571428571429,35,2,6,4.571428571428571,2.0,1.8571428571428568,4.0,2.5,6.5,1.0,4.5,4.0
p009_309,309,p009,5.285714285714286,1.5714285714285714,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p010_310,310,p010,5.571428571428571,6.142857142857143,62,2,6,3.571428571428572,4.0,2.142857142857143,4.428571428571429,2.5,6.5,1.0,6.5,2.0
p029_311,311,p029,2.2857142857142856,1.2857142857142858,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p012_312,312,p012,6.142857142857143,5.285714285714286,36,1,6,5.0,1.7142857142857142,3.4285714285714284,5.0,7.0,7.0,7.0,7.0,7.0
p010_313,313,p010,7.0,1.8571428571428568,62,2,6,3.571428571428572,4.0,2.142857142857143,4.428571428571429,2.5,6.5,1.0,6.5,2.0
p024_314,314,p024,6.142857142857143,6.142857142857143,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p068_315,315,p068,6.0,6.0,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p029_316,316,p029,1.1428571428571428,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p073_317,317,p073,5.285714285714286,1.8571428571428568,47,2,6,5.0,2.142857142857143,3.571428571428572,5.0,6.5,7.0,4.5,5.5,7.0
p022_318,318,p022,1.0,2.7142857142857144,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p058_319,319,p058,1.5714285714285714,1.0,34,1,6,3.142857142857143,1.7142857142857142,3.857142857142857,2.4285714285714284,6.0,5.5,5.5,5.0,6.5
p022_320,320,p022,1.5714285714285714,1.5714285714285714,29,1,6,4.642857142857142,2.071428571428571,4.142857142857142,4.642857142857142,6.75,6.75,6.75,6.75,7.0
p024_321,321,p024,6.0,5.857142857142857,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
p029_322,322,p029,1.0,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p058_323,323,p058,2.857142857142857,1.4285714285714286,34,1,6,3.142857142857143,1.7142857142857142,3.857142857142857,2.4285714285714284,6.0,5.5,5.5,5.0,6.5
p062_324,324,p062,5.571428571428571,6.571428571428571,41,1,6,3.2857142857142856,4.428571428571429,2.7142857142857144,2.571428571428572,2.0,2.5,1.5,2.0,1.0
p031_325,325,p031,7.0,7.0,47,1,5,4.571428571428571,2.4285714285714284,5.0,5.0,6.5,6.5,7.0,7.0,7.0
p029_326,326,p029,2.2857142857142856,2.857142857142857,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p030_327,327,p030,3.142857142857143,1.1428571428571428,29,1,4,5.0,2.2857142857142856,3.2857142857142856,4.142857142857143,6.5,6.0,1.0,6.0,5.5
p036_328,328,p036,3.2857142857142856,5.857142857142857,38,1,5,4.428571428571429,2.857142857142857,3.0,3.857142857142857,5.0,4.0,5.0,5.5,4.5
p058_329,329,p058,1.5714285714285714,1.5714285714285714,34,1,6,3.142857142857143,1.7142857142857142,3.857142857142857,2.4285714285714284,6.0,5.5,5.5,5.0,6.5
p068_330,330,p068,6.0,6.0,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p009_331,331,p009,4.714285714285714,2.142857142857143,29,1,2,3.7142857142857135,3.0,3.4285714285714284,3.4285714285714284,6.0,5.5,4.5,6.0,5.0
p064_332,332,p064,6.142857142857143,5.714285714285714,30,2,6,4.0,3.142857142857143,4.0,4.0,5.5,6.5,2.5,5.5,4.5
p068_333,333,p068,6.0,6.0,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p008_334,334,p008,5.285714285714286,3.857142857142857,28,2,4,4.142857142857143,3.2857142857142856,4.428571428571429,3.571428571428572,5.0,7.0,1.0,5.0,3.5
p029_335,335,p029,2.142857142857143,1.0,38,2,7,3.4285714285714284,2.7142857142857144,2.571428571428572,3.857142857142857,3.5,7.0,6.5,5.5,6.5
p039_336,336,p039,3.857142857142857,4.142857142857143,33,1,4,2.7142857142857144,2.857142857142857,3.2857142857142856,2.928571428571429,4.25,4.25,4.5,4.25,3.75
p016_337,337,p016,4.0,4.571428571428571,25,2,6,4.142857142857143,1.7142857142857142,3.857142857142857,3.4285714285714284,5.0,6.0,2.0,5.0,6.0
p008_338,338,p008,3.2857142857142856,4.714285714285714,28,2,4,4.142857142857143,3.2857142857142856,4.428571428571429,3.571428571428572,5.0,7.0,1.0,5.0,3.5
p068_339,339,p068,6.0,6.0,27,2,3,4.0,2.2857142857142856,3.571428571428572,3.7142857142857135,6.0,6.0,6.0,6.0,6.0
p024_340,340,p024,6.142857142857143,5.857142857142857,32,1,6,3.4285714285714284,2.857142857142857,2.857142857142857,2.7142857142857144,5.0,5.5,2.0,5.5,4.5
